upperbody_label,nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,quality_index
bad,0.06750847345759184,-0.6904243808219311,0.0038331696959482903,-0.6693466551955071,-0.0017353110166434453,-0.6756127046048743,0.0055368365029234935,-0.6722919320068835,-0.006572341317442257,-0.6335398322721062,-0.015471172146048557,-0.6343174934418468,-0.005441837105362174,-0.6266432513882392,-0.15235674272588076,-0.7327948279703846,-0.19746427334797143,-0.5760428169636269,0.021926739404953415,-0.7062747917297831,0.02806537353367278,-0.6598815374097811,-0.2997808782806253,-0.7349821755669915,-0.1793814104289305,-0.2905373379361659,-0.39407936396975024,-0.7498039453464501,-0.006287739199483292,0.11164951167616544,-0.22077658148800924,-0.9627794924052957,-0.48234133999467044,0.8063052819852818,-0.15468163220428638,-0.5740739308994336,-0.5815044696648052,0.8960363070092348,-0.24749185459377213,-0.36559299935400513,-0.5627688378779145,1.0046450683667207,-0.2509875188205576,-0.8783115765566133,-0.518416232184434,0.9017790176234819,-0.12070335934665925,-0.8238398784204644,0.23824458893111888,0.9220609902275482,0.16745987353176164
bad,-0.2723085769560325,-0.39588398761531546,-0.2734846067382247,-0.37245587647076767,-0.2812193397383987,-0.38962988681736804,-0.2738956839544945,-0.38906462712664686,-0.30029667749035555,-0.3687425338934894,-0.3110961232151849,-0.3718102551779254,-0.3061747757355963,-0.36261272885494217,-0.2741804733805143,-0.4482180705084678,-0.48630753392911014,-0.31699494505733045,-0.27537977659728685,-0.4240677907179727,-0.3099547392030613,-0.3774501948696727,-0.4035891360662231,-0.4448785443156427,-0.47674730456767644,-0.12079913347694483,-0.03963677442514216,-0.36629095196657757,-0.9608731157714143,-0.2322735289991737,0.9971627869300594,0.21580188236132072,-1.44731472233317,0.15954458270534433,1.1440204614038079,0.23003909190177158,-1.4870786524114437,0.2017991123860333,1.166128701211313,0.39950590953266524,-1.4029196437112597,0.33472517077684333,1.0619838810943831,0.2793986313663333,-1.436716770265853,0.2617577552741895,0.09557499429834562,-0.8484952918533946,0.09125641725474685,0.9413105524660244,0.5241969806752097
bad,-0.19010638052702294,-0.7545639539761327,-0.16255490989517898,-0.7135953557332623,-0.16721158626628557,-0.733305774635868,-0.16304527017982967,-0.7210524489819546,-0.18508062608552142,-0.7282183874984763,-0.20019208712945283,-0.7347147466578167,-0.18544580654359152,-0.7226276369280201,-0.14408447983931047,-0.6634021165444104,-0.3396806975152817,-0.6593544832518685,-0.19444430232902848,-0.7488393944957852,-0.236043096089577,-0.7457087883454314,-0.3704732287500155,-0.5867062569173458,-0.4222715928313392,-0.3404734267491376,-0.03967622165777379,-0.5857316900794792,-0.874785244408437,-0.4142006650286384,1.0320452718910238,0.05951828462716432,-1.4262261472197435,0.15151263386490021,1.180172212860595,0.11761107381425903,-1.4748163151545892,0.20147146099370095,1.2053107524569726,0.313895405640131,-1.394580726632678,0.34737014189984067,1.100972431410699,0.15560240169975925,-1.416906619035564,0.2593959839642405,0.09451510213671742,-0.8487335475004135,0.09363588114038471,0.9416496868824243,0.9226700287975854
bad,-0.27371465673948664,-0.8758071813485627,-0.2183624216689753,-0.8248199455962165,-0.22800156652211098,-0.8439618737175415,-0.2202531430500631,-0.837880069563835,-0.23282220830493855,-0.8525732112556051,-0.2541450040138523,-0.8583137371771762,-0.24031231881973267,-0.8461947338212087,-0.1489827600734907,-0.770012112846362,-0.3436024717563644,-0.8306285035106715,-0.24198192799253213,-0.8625749184116115,-0.29718507020728957,-0.8749063211686242,-0.36203110966247243,-0.6183613812914523,-0.3981231125536261,-0.4380313538006192,-0.023706666980955228,-0.5957518211455504,-0.8716167099617078,-0.475446746469661,1.0515926678833154,-0.01164989010939119,-1.419249472465063,0.10450237649221226,1.197101292789523,0.05575601914025878,-1.4624625338661779,0.18702040466850425,1.2268469706782565,0.23687915106006566,-1.3794443209475784,0.33469774111081574,1.1222391154428957,0.06318403349846433,-1.4099256401239517,0.21996823702952623,0.10224437812659794,-0.8618030108661727,0.08217210103267296,0.9533261968358557,1.0357239896510309
bad,-0.32535794758953535,-0.8760213919976306,-0.26362710849303805,-0.8271167376414202,-0.27341535556465846,-0.8468648430362149,-0.26813624886358983,-0.8381454022129099,-0.2780323234174488,-0.8526928776497613,-0.29954975829491515,-0.8582274723898672,-0.2862956239715001,-0.8435836881531508,-0.15484069114408516,-0.7851157817396489,-0.34995755048583016,-0.83838543192772,-0.27382120595577153,-0.8713036176697476,-0.338264869307274,-0.8785704291425768,-0.3553030471680445,-0.633643151499959,-0.38207213316009025,-0.4948672181143132,-0.015065823723545632,-0.673955616540336,-0.8744295480483707,-0.5601227912250951,1.0426955550588,-0.06910033196712681,-1.4206141032239248,0.0818474341437502,1.1905655699948758,0.01643871324946156,-1.4643644160351086,0.18443942984688685,1.2232534605801564,0.21038492232234643,-1.3831520420056787,0.33392020974898257,1.1162196936607085,0.015157790646912223,-1.4118695301681292,0.20358863115715709,0.10639465788583546,-0.8616285711002052,0.08156681344298103,0.953354932877804,1.0188967534248379
bad,-0.29438991673309634,-0.8301933258935392,-0.24048751256485007,-0.7852738397139675,-0.25141650651197966,-0.8039582248757711,-0.24506473343306903,-0.7956349989242695,-0.25179392012402335,-0.8036939767326239,-0.2730058052121622,-0.8092435337696549,-0.2610964127462921,-0.7950358897369749,-0.15569084883550985,-0.7516611551410183,-0.34175867953896355,-0.7820515705016337,-0.2596830017019426,-0.8255701959371591,-0.319341351356576,-0.8254766903537866,-0.3557243337393649,-0.6772988111588432,-0.3830580168738836,-0.49794819492675785,-0.019951728737060158,-0.7208928551176367,-0.8758111836906277,-0.5457418296928397,1.0454866566454797,-0.08260021070205155,-1.4184059819463248,0.08088294896784523,1.1923545207789257,-7.92899848267296e-05,-1.458522756136841,0.18180712991074358,1.2292949128876607,0.1915423852319888,-1.3767491852755636,0.3315172987295784,1.121961308409347,0.0037460929519900123,-1.4088112602922986,0.20142738520883768,0.12474104396898594,-0.8640284746360012,0.06072190942457597,0.955563138056641,0.9775820658136095
bad,-0.2719490336469944,-0.7931283772065736,-0.225403644326507,-0.7505050209114587,-0.23743011381691784,-0.7690549422907687,-0.22902181559154594,-0.7611342309344504,-0.2339746346117243,-0.7684826388621706,-0.2555048449926367,-0.7738385702245748,-0.24441292338287512,-0.76011497167983,-0.15086237645796166,-0.7316534056647087,-0.33096095613720494,-0.7502681128572131,-0.24455065037767723,-0.7938093731445717,-0.3001482103736833,-0.791830408198304,-0.355324845849349,-0.6848309025390883,-0.37880703387511905,-0.4803020818365502,-0.01684007258677502,-0.7116476156985876,-0.8644276532049153,-0.5288373187965164,1.0534696811245898,-0.08145813493383172,-1.401277460323517,0.08158548844170574,1.199472869397852,-0.0063735132754675315,-1.4355251585282665,0.17925471662788417,1.2352803377284467,0.18214441327066724,-1.3616249640769706,0.3272293180100602,1.1285882689187194,0.00011929382473203829,-1.3952799533837466,0.2008135815500556,0.1458206621007385,-0.877395503169207,0.03323301532047146,0.9652189884861907,0.946720121240128
bad,-0.09189748883852986,-0.7835004093184448,-0.09329828776081586,-0.7411866363096918,-0.10369407408482244,-0.760995982756347,-0.09538297091589354,-0.7529174455712285,-0.10435756534507973,-0.7530845655941358,-0.12007227937674496,-0.7589102742566212,-0.10762771264478622,-0.7464234043818362,-0.15025957445944169,-0.7381848777471874,-0.30245468232136385,-0.7296525505125966,-0.12993772388809108,-0.7919166704993126,-0.15623745109876447,-0.7802795113719724,-0.36194948055801124,-0.7104774528598478,-0.3837609116519494,-0.46848704348876746,-0.0160200084506329,-0.7076719039474324,-0.895912548277363,-0.5301869945501485,1.037258625168469,-0.07121931594504263,-1.4132407233095376,0.08078671485111726,1.1846801444711776,0.0020656008243358824,-1.4475946180378878,0.178918756368054,1.2057817003140143,0.19084501590896283,-1.3739685763399956,0.3270858397569915,1.1060469051958632,0.01082426066660228,-1.4056961001547923,0.20033328792776334,0.13135338211927103,-0.8957739439012253,0.056755024642572864,0.9858982793346946,0.9728312458240409
bad,-0.08394226385255395,-0.7695306718493252,-0.07881904801399965,-0.7281396866387171,-0.08793212020779066,-0.7478792518887005,-0.08134791991115557,-0.7407211720458896,-0.09115286526352802,-0.7407240242977633,-0.10586076011103371,-0.7462956696939487,-0.09246237057337608,-0.7340406193372765,-0.14048488074434604,-0.7284770233898228,-0.2794844494612402,-0.7160734445158791,-0.12127261203970308,-0.7782155179891077,-0.14386112649637553,-0.76653910646965,-0.3597526063640769,-0.70656817222955,-0.3845168241543339,-0.4609038319515112,-0.013166366421927941,-0.7164975835546721,-0.8965799855314415,-0.525005639918348,1.0423229960577876,-0.0678670690171439,-1.454449510555584,0.08253283603517994,1.1897564076699771,0.007008990049395323,-1.5014991456567595,0.17861999738490209,1.2129970866175792,0.19626850194997927,-1.4512598662743763,0.3269077625881678,1.1121202720529288,0.0167922381522818,-1.4568393996246118,0.20117527113069614,0.13049438995396143,-0.8961197222817691,0.06107791190501342,0.9863836482756607,0.9816323900803694
bad,-0.12623306822887884,-0.561167773304113,-0.14480203661114374,-0.5428040622220228,-0.15371562350795792,-0.5653790469414024,-0.1442572732016563,-0.5594573420852772,-0.14398389266283965,-0.5430186870227087,-0.16112112660546385,-0.5467183444517268,-0.15026443337485412,-0.5298931530128286,-0.1644829411859827,-0.6631582672336523,-0.31423650414808657,-0.5461313724202265,-0.13560099132878056,-0.604067788548175,-0.1636887379548076,-0.5646318292575578,-0.3552742914607905,-0.7020138278799917,-0.3800474846518072,-0.41459257834399593,-0.015014688421987086,-0.7115635526115748,-0.8948139733668682,-0.5210514381023047,1.0461701622905897,-0.06485173192352331,-1.4846920462947206,0.12654723249536348,1.1963064247006863,0.011116499899011749,-1.5343118000221878,0.22172456516864875,1.2254314843020977,0.19995841286764904,-1.475200381821392,0.3934428997770043,1.1208084597304908,0.01971400405087461,-1.489513233810256,0.250679326722437,0.19251296289014513,-0.8942968267274025,-0.014724770814497351,0.980141492264928,0.7955431900152758
